label,text
Influenza,I am running a fever and my body aches terribly. I've developed a completely dry cough. I threw up once and my headache is severe. I just need to rest until I get over this.
Typhoid,"Started a week ago, my fever comes and goes but gets worse every evening. My belly hurts uncomfortably, I have a dry cough, and I feel very tired all the time."
Measles,"Initially it began 5 days ago with a very high temperature, a persistent cough, exhaustion, and watery eyes. I also noticed small white spots in my mouth. Followed by a red rash starting on my face and spreading down."
Pneumonia,"Over the last few days I've had shakes, a fever, and a racking chesty cough with green mucus. There is a sharp pain in my chest that gets worse when I take a deep breath."
Measles,"I have been fighting off what I thought was the flu since Sunday. It began with a very high temperature, a persistent cough, and eyes that were so watery and red they looked like pink eye. I have been feeling completely exhausted, unable to do anything but sleep. Then, the strangest thing happened: a blotchy red rash started on my face right behind my ears. By the following morning, the rash had spread down my body to my waistline. The lack of energy and constant coughing are making this unbearable."
Typhoid,"My fever started a week ago and just gets worse each day. I have loose stools, I am feeling confused, and I have no appetite at all."
Diarrhea,I've gone to the bathroom 3 times with loose stools since waking up. The cramping is mild. I feel a bit nauseous when I smell food.
Measles,"I have had a high fever and a dry cough for days, plus a terrible headache. My nose is dripping clear fluid. The fever came first, and just now a blotchy rash began on my ears and is spreading down my back."
Typhoid,"My fever comes and goes but gets worse over the past week. I have severe diarrhea, feeling totally run down, and I noticed my heart rate is surprisingly slow given the fever."
Dengue,"For 2 days, I have been dealing with a terrible temperature, constantly feeling like I am burning up. My body is aching all over, resulting in severe generalized muscle pain that hurts deep down. I noticed my gums are bleeding when I floss, which never happens to me normally. I am experiencing extreme fatigue and just want to sleep around the clock. Additionally, the pain in my knees and elbows is terrible; my aching joints make it hard to even shuffle to the bathroom."
Pneumonia,"I've been feeling nauseous and extremely weak over the last few days with a fever. I can't catch my breath at all, and I have a constant wet cough spitting up thick green junk."
Typhoid,"My fever won't break and has been climbing for 10 days. My belly hurts uncomfortably, my mind is foggy, and I have absolutely no energy to even stand up."
Diarrhea,I feel feverish and have a high temp. The loose stools started abruptly this morning. My stomach cramps are sharp.
Diarrhea,I have had watery diarrhea 5 times in the last 6 hours. My stomach cramps are bad. I feel feverish and my body feels warm.
Dengue,"It all started suddenly yesterday afternoon, and I have been completely out of commission since. I am running a violently high temperature and burning up so badly that I need cold compresses. My body is aching all over with an intense ache in my back and severe muscle pain everywhere else. I have a splitting headache that makes it difficult to even open my eyes. On top of this, I am experiencing overwhelming fatigue, and I noticed red spots turning into a faint red rash on my legs. I feel entirely drained."
Dengue,"I am dealing with a persistent illness that has completely knocked me off my feet for the past few days. I am fighting off a terribly high fever, and I am burning up so much that I am sweating through my clothes. My body is aching all over due to severe generalized muscle pain that makes moving a chore. I have a splitting headache that makes it hard to think straight, and I am completely exhausted. Furthermore, my eyes hurt when I move them because of a sharp pain located right behind my eyes. I have had to miss several days of work because my condition is so bad."
Influenza,"I've had a pounding headache and a temperature for 3 days. My muscles are sore, my throat hurts, and a persistent cough is driving me crazy. The symptoms are severe and hit me suddenly."
Diarrhea,Twisting pain in my gut started suddenly this afternoon. The diarrhea is watery and I feel dizzy whenever I try to walk.
